Month,cumulative_return_pct,drawdown_pct
0.000000000000000000e+00,-1.115345568127704645e+01,0.000000000000000000e+00
1.000000000000000000e+00,-2.048802414113858461e+01,-1.050639451470909869e+01
2.000000000000000000e+00,-4.873572778266721528e-01,0.000000000000000000e+00
3.000000000000000000e+00,5.332226736598255634e+00,0.000000000000000000e+00
4.000000000000000000e+00,5.249000555659377731e+00,-7.901302717078058369e-02
5.000000000000000000e+00,-1.392440426060970182e+00,-6.384244756200790682e+00
6.000000000000000000e+00,4.511887382952921399e+01,0.000000000000000000e+00
7.000000000000000000e+00,3.173424242735853795e+01,-9.223218901885394061e+00
8.000000000000000000e+00,3.798929184663306557e+01,-4.912925379217012889e+00
9.000000000000000000e+00,7.098828446766034972e+01,0.000000000000000000e+00
1.000000000000000000e+01,8.889206294122537599e+01,0.000000000000000000e+00
1.100000000000000000e+01,1.051245062506028489e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.142683454551809916e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.206097118748521950e+02,0.000000000000000000e+00
1.400000000000000000e+01,1.158432034196134737e+02,-2.160606808519204058e+00
1.500000000000000000e+01,1.216717649400449517e+02,0.000000000000000000e+00
1.600000000000000000e+01,1.175873718162379475e+02,-1.842540986096013356e+00
1.700000000000000000e+01,1.187485287895296153e+02,-1.318722820280741725e+00
1.800000000000000000e+01,1.267883590429149478e+02,0.000000000000000000e+00
1.900000000000000000e+01,1.278887279432699273e+02,0.000000000000000000e+00
2.000000000000000000e+01,1.418298075261539282e+02,0.000000000000000000e+00
2.100000000000000000e+01,1.356655480041808346e+02,-2.549007330724321729e+00
2.200000000000000000e+01,1.524141622263876172e+02,0.000000000000000000e+00
2.300000000000000000e+01,1.449481267412292311e+02,-2.957851262785481161e+00
2.400000000000000000e+01,1.602043132325705699e+02,0.000000000000000000e+00
2.500000000000000000e+01,1.801526878552321875e+02,0.000000000000000000e+00
2.600000000000000000e+01,1.553214894993139126e+02,-8.863451764511840025e+00
2.700000000000000000e+01,1.233760608865984949e+02,-2.026631527302931701e+01
2.800000000000000000e+01,1.082372736740799866e+02,-2.567007824524147352e+01
2.900000000000000000e+01,1.047218255861622538e+02,-2.692491114179709655e+01
