Month,cumulative_return_pct,drawdown_pct
0.000000000000000000e+00,-9.981332600129888988e+00,0.000000000000000000e+00
1.000000000000000000e+00,-2.056207861320908847e+01,-1.175394650634327576e+01
2.000000000000000000e+00,-1.364249554370319295e+01,-4.067115242778938544e+00
3.000000000000000000e+00,-1.204248596371313340e+01,-2.289695485269148012e+00
4.000000000000000000e+00,-1.249920515135548627e+01,-2.797056014794465639e+00
5.000000000000000000e+00,-1.201119463458557490e+01,-2.254934551756230920e+00
6.000000000000000000e+00,-3.361132396104316022e+00,0.000000000000000000e+00
7.000000000000000000e+00,-8.044092439434480823e+00,-4.845834971949528835e+00
8.000000000000000000e+00,-6.157234913688647282e+00,-2.893351905524895074e+00
9.000000000000000000e+00,1.556223433976933279e+01,0.000000000000000000e+00
1.000000000000000000e+01,3.136339793985813884e+01,0.000000000000000000e+00
1.100000000000000000e+01,4.189158858390402429e+01,0.000000000000000000e+00
1.200000000000000000e+01,4.992223088327099134e+01,0.000000000000000000e+00
1.300000000000000000e+01,5.468501682571202593e+01,0.000000000000000000e+00
1.400000000000000000e+01,5.648182533371688407e+01,0.000000000000000000e+00
1.500000000000000000e+01,5.279475111245695018e+01,-2.356231602718825702e+00
1.600000000000000000e+01,5.723137326427625027e+01,0.000000000000000000e+00
1.700000000000000000e+01,5.811962687404068362e+01,0.000000000000000000e+00
1.800000000000000000e+01,5.896757375980064353e+01,0.000000000000000000e+00
1.900000000000000000e+01,5.490071088422246248e+01,-2.558297128864383652e+00
2.000000000000000000e+01,6.283639592793755213e+01,0.000000000000000000e+00
2.100000000000000000e+01,5.879630395585788705e+01,-2.481074300870352189e+00
2.200000000000000000e+01,4.524260204624324189e+01,-1.080458320165713992e+01
2.300000000000000000e+01,4.028614983454281884e+01,-1.384840653313734116e+01
2.400000000000000000e+01,2.717567833511576225e+01,-2.189972173445382353e+01
2.500000000000000000e+01,3.477189674000542396e+01,-1.723478281761311592e+01
2.600000000000000000e+01,2.130507630558857812e+01,-2.550493664707364516e+01
2.700000000000000000e+01,2.002512853792601888e+01,-2.629096962225100498e+01
2.800000000000000000e+01,1.597914608885826482e+01,-2.877566134351080152e+01
2.900000000000000000e+01,1.911102630160372939e+01,-2.685233198295486190e+01
