Month,EW,Factordiff,Emp,ShrEmp
0.000000000000000000e+00,-8.210225419272321190e+00,-9.751998146623986230e+00,-5.593684058530701719e+00,-5.216149257798685213e+00
1.000000000000000000e+00,-2.764607771692185878e+01,-1.537861885672415774e+01,-2.132706657828807906e+01,-2.104247302157856581e+01
2.000000000000000000e+00,-1.494848381638841417e+01,7.526227501566395972e-02,-1.342620458416476836e+01,-1.251638861525403712e+01
3.000000000000000000e+00,-1.030800356974724785e+01,6.827795053657692570e+00,-9.193477678933071218e+00,-7.766137811062079344e+00
4.000000000000000000e+00,-5.601727872627559890e+00,1.895986193879848258e+01,-3.317302794950571787e-01,1.129993618702074265e+00
5.000000000000000000e+00,-2.141824799288372105e+00,3.032454473240275661e+01,1.129181727791661594e+00,2.331389454084575874e+00
6.000000000000000000e+00,2.138653795481726405e+00,3.758717620871247789e+01,1.043188305981113118e+00,2.685170683745830011e+00
7.000000000000000000e+00,-1.897797507536658213e+00,3.440997138998147875e+01,-4.173820877753142256e+00,-2.492884948185891680e+00
8.000000000000000000e+00,1.598284620842504999e+00,4.964657914032670760e+01,-3.624790536209954173e+00,-4.424645465711640746e-01
9.000000000000000000e+00,1.903282117104387794e+01,9.704711965548698061e+01,9.033934785857722360e+00,1.321868077761230253e+01
1.000000000000000000e+01,2.792977042614199945e+01,1.157808921677082878e+02,2.082484045507468906e+01,2.466891319561836937e+01
1.100000000000000000e+01,3.686674325849330813e+01,1.272341045428522222e+02,1.998062459388061285e+01,2.752531584870001780e+01
1.200000000000000000e+01,4.855982440568722325e+01,1.447605020085612466e+02,2.710956481200785717e+01,3.794962679033495334e+01
1.300000000000000000e+01,5.313528045279574030e+01,1.536520188349248883e+02,3.140190540984120204e+01,4.152888995986645426e+01
1.400000000000000000e+01,5.542445801824309370e+01,1.640697291850632382e+02,3.662665261882216328e+01,4.612767603141780626e+01
1.500000000000000000e+01,5.795436475117696773e+01,1.692118897435988742e+02,3.746314879913810358e+01,4.695601052332918357e+01
1.600000000000000000e+01,5.950958211691863653e+01,1.798712117605805645e+02,3.470880684884365053e+01,4.481268931134172817e+01
1.700000000000000000e+01,5.738743812424173996e+01,1.914908079791003104e+02,3.030180567654241486e+01,4.045765253924484739e+01
1.800000000000000000e+01,5.956741422940050512e+01,1.955345453680647267e+02,3.485860924773580649e+01,4.481283563934908187e+01
1.900000000000000000e+01,5.406406413249975884e+01,1.832845291974963118e+02,3.239292867865075465e+01,4.072679001696273104e+01
2.000000000000000000e+01,5.937175949546085008e+01,2.212902266619667841e+02,3.940131306118212962e+01,4.829426500266637845e+01
2.100000000000000000e+01,5.320596221139002324e+01,2.233696457942225493e+02,3.715204911550871003e+01,4.471969861235425014e+01
2.200000000000000000e+01,5.622966510283588804e+01,1.984186054067301654e+02,4.564923666353686116e+01,5.181614584470970186e+01
2.300000000000000000e+01,4.823046643939343880e+01,1.861708611679015632e+02,4.260244153106691556e+01,4.706434802889367575e+01
2.400000000000000000e+01,4.923090629784889671e+01,1.642779145473433289e+02,4.249691539332354040e+01,4.717302606015616107e+01
2.500000000000000000e+01,5.376535014794959011e+01,1.738001427455157568e+02,4.272294633942539122e+01,4.856093351527511004e+01
2.600000000000000000e+01,3.991393302124266285e+01,1.530417613657405127e+02,3.165705585996121485e+01,3.772101110229930754e+01
2.700000000000000000e+01,3.934533009923817559e+01,1.527001342154678696e+02,3.057228623996168793e+01,3.836840904114349371e+01
2.800000000000000000e+01,2.730183299432964361e+01,1.260381083142770677e+02,2.361490359665543437e+01,2.937817032017537855e+01
2.900000000000000000e+01,3.742204279270615785e+01,1.145013931155411484e+02,2.719509616269639807e+01,3.474043115638456669e+01
