Month,cumulative_return_pct,drawdown_pct
0.000000000000000000e+00,-3.113343078918751061e+00,0.000000000000000000e+00
1.000000000000000000e+00,-9.399945829415191412e+00,-6.488615615015297600e+00
2.000000000000000000e+00,8.342739386273102298e+00,0.000000000000000000e+00
3.000000000000000000e+00,1.606508227901970542e+01,0.000000000000000000e+00
4.000000000000000000e+00,3.062395192491196383e+01,0.000000000000000000e+00
5.000000000000000000e+00,4.061358688240386527e+01,0.000000000000000000e+00
6.000000000000000000e+00,4.776054810637786829e+01,0.000000000000000000e+00
7.000000000000000000e+00,4.549367487028204238e+01,-1.534153239815007064e+00
8.000000000000000000e+00,6.360834525443515020e+01,0.000000000000000000e+00
9.000000000000000000e+00,1.143302013404987605e+02,0.000000000000000000e+00
1.000000000000000000e+01,1.390824473758076465e+02,0.000000000000000000e+00
1.100000000000000000e+01,1.464191871657006914e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.687332728427484483e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.795074892392054835e+02,0.000000000000000000e+00
1.400000000000000000e+01,1.903465044697486235e+02,0.000000000000000000e+00
1.500000000000000000e+01,1.962759410658152603e+02,0.000000000000000000e+00
1.600000000000000000e+01,2.120552233710469636e+02,0.000000000000000000e+00
1.700000000000000000e+01,2.223299515985038681e+02,0.000000000000000000e+00
1.800000000000000000e+01,2.257115514173870849e+02,0.000000000000000000e+00
1.900000000000000000e+01,2.093209349835842943e+02,-5.032249044276484007e+00
2.000000000000000000e+01,2.340009309151200512e+02,0.000000000000000000e+00
2.100000000000000000e+01,2.342725812966939714e+02,0.000000000000000000e+00
2.200000000000000000e+01,1.994229030665680398e+02,-1.042552700370942631e+01
2.300000000000000000e+01,1.836139586947831503e+02,-1.515488419776545115e+01
2.400000000000000000e+01,1.561075941848888817e+02,-2.338360711675869652e+01
2.500000000000000000e+01,1.656455074569140038e+02,-2.053027309972960524e+01
2.600000000000000000e+01,1.468511276466892355e+02,-2.615274435859154067e+01
2.700000000000000000e+01,1.442982771323197539e+02,-2.691644759275757082e+01
2.800000000000000000e+01,1.234553870762211290e+02,-3.315174513783959753e+01
2.900000000000000000e+01,1.186286650911713423e+02,-3.459569305788192395e+01
