Month,cumulative_return_pct,drawdown_pct
0.000000000000000000e+00,-1.767981323247735759e+01,0.000000000000000000e+00
1.000000000000000000e+00,-1.873582992935946123e+01,-1.282816206110022783e+00
2.000000000000000000e+00,3.785322442677552246e+00,0.000000000000000000e+00
3.000000000000000000e+00,2.533305465574802184e+01,0.000000000000000000e+00
4.000000000000000000e+00,4.366526501128624460e+01,0.000000000000000000e+00
5.000000000000000000e+00,5.261437177005853982e+01,0.000000000000000000e+00
6.000000000000000000e+00,7.505124827175764324e+01,0.000000000000000000e+00
7.000000000000000000e+00,6.660750394020287501e+01,-4.823584187165550929e+00
8.000000000000000000e+00,3.803480087420256694e+01,-2.114606308775040944e+01
9.000000000000000000e+00,8.523659134449650310e+01,0.000000000000000000e+00
1.000000000000000000e+01,1.158207834188124821e+02,0.000000000000000000e+00
1.100000000000000000e+01,1.301421840527156348e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.432867583395756981e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.423982185720826692e+02,-3.652232343103035683e-01
1.400000000000000000e+01,1.332078937286469795e+02,-4.142792102333211268e+00
1.500000000000000000e+01,1.311740489651396615e+02,-4.978778728693250777e+00
1.600000000000000000e+01,1.478216761838841649e+02,0.000000000000000000e+00
1.700000000000000000e+01,1.507411126424844952e+02,0.000000000000000000e+00
1.800000000000000000e+01,1.630930469624583452e+02,0.000000000000000000e+00
1.900000000000000000e+01,1.561647197283411970e+02,-2.633413278627018794e+00
2.000000000000000000e+01,1.620928134522963262e+02,-3.801824189853022506e-01
2.100000000000000000e+01,1.591472537080530856e+02,-1.499771012503547496e+00
2.200000000000000000e+01,1.803427837820324271e+02,0.000000000000000000e+00
2.300000000000000000e+01,1.521314916365597583e+02,-1.006314190216530058e+01
2.400000000000000000e+01,1.429976858752815474e+02,-1.332122675019690128e+01
2.500000000000000000e+01,1.611575667508122365e+02,-6.843485240359329147e+00
2.600000000000000000e+01,1.475738699644496421e+02,-1.168887366185671794e+01
2.700000000000000000e+01,1.005861523296121902e+02,-2.844968234016907971e+01
2.800000000000000000e+01,8.747630133798149643e+01,-3.312604704422938084e+01
2.900000000000000000e+01,3.758029244840630412e+01,-5.092426115006836085e+01
