Month,cumulative_return_pct,drawdown_pct
0.000000000000000000e+00,-7.080438926627263818e+00,0.000000000000000000e+00
1.000000000000000000e+00,-1.974843391572334994e+01,-1.363329189397444452e+01
2.000000000000000000e+00,-1.024743166034716069e+01,-3.408316501708710256e+00
3.000000000000000000e+00,-7.020762023052339984e+00,0.000000000000000000e+00
4.000000000000000000e+00,-5.720806623930041468e+00,0.000000000000000000e+00
5.000000000000000000e+00,-6.286974947852696616e+00,-6.005230884869966479e-01
6.000000000000000000e+00,6.038771699134581894e-01,0.000000000000000000e+00
7.000000000000000000e+00,-3.742444241189757381e+00,-4.320232512838979133e+00
8.000000000000000000e+00,-8.230949406682119829e-01,-1.418406676344854622e+00
9.000000000000000000e+00,1.651460583497092927e+01,0.000000000000000000e+00
1.000000000000000000e+01,3.274322415515165119e+01,0.000000000000000000e+00
1.100000000000000000e+01,4.491355210675405374e+01,0.000000000000000000e+00
1.200000000000000000e+01,5.790115264390421146e+01,0.000000000000000000e+00
1.300000000000000000e+01,6.033976672213965742e+01,0.000000000000000000e+00
1.400000000000000000e+01,5.867009459219067935e+01,-1.041333765152779423e+00
1.500000000000000000e+01,5.795473714619452466e+01,-1.487484748515015553e+00
1.600000000000000000e+01,5.787627098761321065e+01,-1.536422176939991280e+00
1.700000000000000000e+01,5.739464128384270936e+01,-1.836802870754460804e+00
1.800000000000000000e+01,5.747395787522895461e+01,-1.787335048140778593e+00
1.900000000000000000e+01,4.617778382849488850e+01,-8.832483158905603204e+00
2.000000000000000000e+01,5.250704749065051402e+01,-4.885075855557604818e+00
2.100000000000000000e+01,4.139140213106020383e+01,-1.181763262929912983e+01
2.200000000000000000e+01,4.995552501170834603e+01,-6.476398165016050257e+00
2.300000000000000000e+01,4.191606955544990853e+01,-1.149041035931404231e+01
2.400000000000000000e+01,4.288299642658404309e+01,-1.088736166413322515e+01
2.500000000000000000e+01,4.383835175761876712e+01,-1.029152985615091787e+01
2.600000000000000000e+01,2.982673277659639766e+01,-1.903023471184020465e+01
2.700000000000000000e+01,2.788790327251899726e+01,-2.023943536342676452e+01
2.800000000000000000e+01,2.509867878898630522e+01,-2.197900661289247637e+01
2.900000000000000000e+01,3.416529789329982947e+01,-1.632437751550827443e+01
