Month,cumulative_return_pct,drawdown_pct
0.000000000000000000e+00,-1.440451958799449095e+01,0.000000000000000000e+00
1.000000000000000000e+00,-1.893982550626135364e+01,-5.298534333713364575e+00
2.000000000000000000e+00,4.043048710308716487e+00,0.000000000000000000e+00
3.000000000000000000e+00,-9.203031680133777925e+00,-1.273134587400543971e+01
4.000000000000000000e+00,-3.680986269671659983e+00,-7.423883743299692028e+00
5.000000000000000000e+00,3.024486132812631567e+00,-9.789818637804547086e-01
6.000000000000000000e+00,3.993769513425649009e+00,-4.736423767775310018e-02
7.000000000000000000e+00,6.375646633947784636e+00,0.000000000000000000e+00
8.000000000000000000e+00,1.551253242715995384e+01,0.000000000000000000e+00
9.000000000000000000e+00,4.452195004642500464e+01,0.000000000000000000e+00
1.000000000000000000e+01,4.996085365951512358e+01,0.000000000000000000e+00
1.100000000000000000e+01,6.358520215350249316e+01,0.000000000000000000e+00
1.200000000000000000e+01,5.488729153963702601e+01,-5.317052214277887323e+00
1.300000000000000000e+01,5.161354826557085573e+01,-7.318298800625036904e+00
1.400000000000000000e+01,3.858435361697101484e+01,-1.528307463381881881e+01
1.500000000000000000e+01,3.527247307970491619e+01,-1.730763461446785811e+01
1.600000000000000000e+01,5.327361195870559385e+01,-6.303498151679103323e+00
1.700000000000000000e+01,5.924514832256293317e+01,-2.653084614952947451e+00
1.800000000000000000e+01,4.854188411525874614e+01,-9.196013966598295397e+00
1.900000000000000000e+01,4.937294284322557303e+01,-8.687985907228849669e+00
2.000000000000000000e+01,5.568110620681490275e+01,-4.831791532578536774e+00
2.100000000000000000e+01,5.431076059242214882e+01,-5.669486871930259575e+00
2.200000000000000000e+01,4.851157456423864289e+01,-9.214542262935152550e+00
2.300000000000000000e+01,4.678828956959213770e+01,-1.026799023491253315e+01
2.400000000000000000e+01,5.114722562139166939e+01,-7.603362876110969282e+00
2.500000000000000000e+01,5.144589748387742389e+01,-7.420784098485818880e+00
2.600000000000000000e+01,3.159542662963492532e+01,-1.955542133443951158e+01
2.700000000000000000e+01,2.704587240383591507e+01,-2.233657400939341997e+01
2.800000000000000000e+01,6.787262640996716279e+00,-3.472070747312251626e+01
2.900000000000000000e+01,-2.367959368086328809e+01,-5.334516489281536877e+01
