Strategy,sharpe,sortino,calmar,rtc
EW,0.6258281569324757,83.00206984077992,0.7652939675407295,-3.42725016366785e-07
Factordiff,0.7488028304739365,163.3976751631666,1.1719797265195027,3.546565165612563
Emp,0.5694615220583243,80.99919877940964,0.7112025666271489,-1.4539402971192317
ShrEmp,0.6722228581766191,98.54310484610788,0.854198628817607,3.3561255287064
