Month,cumulative_return_pct,drawdown_pct
0.000000000000000000e+00,-4.996829353397291840e+00,0.000000000000000000e+00
1.000000000000000000e+00,-1.874520282395886284e+01,-1.447148908351308627e+01
2.000000000000000000e+00,-9.662303353477730283e+00,-4.910861361610975528e+00
3.000000000000000000e+00,-8.093923183790341369e+00,-3.259989965585218474e+00
4.000000000000000000e+00,-3.693154437729495587e+00,0.000000000000000000e+00
5.000000000000000000e+00,-2.817645434823434769e+00,0.000000000000000000e+00
6.000000000000000000e+00,8.184633023522458473e-03,0.000000000000000000e+00
7.000000000000000000e+00,-5.407390659773636088e+00,-5.415132083566867038e+00
8.000000000000000000e+00,-2.823556690356876508e+00,-2.831509574429555087e+00
9.000000000000000000e+00,9.913321096515970154e+00,0.000000000000000000e+00
1.000000000000000000e+01,2.098182432766437699e+01,0.000000000000000000e+00
1.100000000000000000e+01,2.931789941663522825e+01,0.000000000000000000e+00
1.200000000000000000e+01,3.837170501539730338e+01,0.000000000000000000e+00
1.300000000000000000e+01,4.213752926278944244e+01,0.000000000000000000e+00
1.400000000000000000e+01,4.546572383046081711e+01,0.000000000000000000e+00
1.500000000000000000e+01,4.769629801514447820e+01,0.000000000000000000e+00
1.600000000000000000e+01,5.480398797120751198e+01,0.000000000000000000e+00
1.700000000000000000e+01,5.023957744880493692e+01,-2.948509648831961094e+00
1.800000000000000000e+01,5.345608986508896265e+01,-8.707127792354928397e-01
1.900000000000000000e+01,4.647366870552269802e+01,-5.381204563474216052e+00
2.000000000000000000e+01,5.223333119156588111e+01,-1.660588214273717167e+00
2.100000000000000000e+01,4.509162591061972591e+01,-6.273974066977410224e+00
2.200000000000000000e+01,5.156657678703658121e+01,-2.091297017854567120e+00
2.300000000000000000e+01,4.706464182953129693e+01,-4.999448814339162439e+00
2.400000000000000000e+01,5.107253240694434027e+01,-2.410438912411065449e+00
2.500000000000000000e+01,5.866810485777438089e+01,0.000000000000000000e+00
2.600000000000000000e+01,5.275062718262919503e+01,-3.729468931438049140e+00
2.700000000000000000e+01,5.621606211695240063e+01,-1.545391080876262535e+00
2.800000000000000000e+01,4.929058382422826412e+01,-5.910148760748640484e+00
2.900000000000000000e+01,6.484330388704550785e+01,0.000000000000000000e+00
