Month,cumulative_return_pct,drawdown_pct
0.000000000000000000e+00,-3.461679761376490472e+00,0.000000000000000000e+00
1.000000000000000000e+00,-2.001555652605852131e+01,-1.714746716334963494e+01
2.000000000000000000e+00,-1.309114344464946633e+01,-9.974757856230958453e+00
3.000000000000000000e+00,-6.860522235318122775e+00,-3.520718472403806754e+00
4.000000000000000000e+00,2.399594222420242673e+00,0.000000000000000000e+00
5.000000000000000000e+00,8.748461842177102099e+00,0.000000000000000000e+00
6.000000000000000000e+00,7.872359490381253266e+00,-8.056227526111989778e-01
7.000000000000000000e+00,7.541976334123434711e+00,-1.109427653049158025e+00
8.000000000000000000e+00,6.198237448504806402e+00,-2.345067093582290596e+00
9.000000000000000000e+00,1.969209567417762230e+01,0.000000000000000000e+00
1.000000000000000000e+01,3.351903126183655246e+01,0.000000000000000000e+00
1.100000000000000000e+01,3.165204036537003773e+01,-1.398295717608551980e+00
1.200000000000000000e+01,3.716751504687778862e+01,0.000000000000000000e+00
1.300000000000000000e+01,4.036683648254775392e+01,0.000000000000000000e+00
1.400000000000000000e+01,4.389839256927849931e+01,0.000000000000000000e+00
1.500000000000000000e+01,4.160085903339228253e+01,-1.596635997598396584e+00
1.600000000000000000e+01,4.459760648125339344e+01,0.000000000000000000e+00
1.700000000000000000e+01,4.609281213760883134e+01,0.000000000000000000e+00
1.800000000000000000e+01,4.541082162806069533e+01,-4.668200300361583510e-01
1.900000000000000000e+01,3.683708864823480411e+01,-6.335509155660753677e+00
2.000000000000000000e+01,4.582909416181411189e+01,-1.805139978606646600e-01
2.100000000000000000e+01,3.921659388049276629e+01,-4.706746455238666194e+00
2.200000000000000000e+01,4.820869806022063386e+01,0.000000000000000000e+00
2.300000000000000000e+01,4.337902398537902826e+01,-3.258698131572093537e+00
2.400000000000000000e+01,4.416584285388223208e+01,-2.727812374698086462e+00
2.500000000000000000e+01,4.626284023959313174e+01,-1.312917423851579057e+00
2.600000000000000000e+01,4.050757073161020116e+01,-5.196137223310385522e+00
2.700000000000000000e+01,3.941462470490255754e+01,-5.933574391937161074e+00
2.800000000000000000e+01,3.180777277661472979e+01,-1.106610171815639099e+01
2.900000000000000000e+01,3.663445997245615615e+01,-7.809418906224149914e+00
