date,asset,ret_1_0,ret_3_1,ret_6_1,ret_12_1,be_me,at_me,sale_me,ni_me,ocf_me,ebitda_mev
2010-01-04,213515,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,213621,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,214051,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,216781,0.00074194913,0.011962689,0.033560153,0.13400109,0.23058975,1.6533322,0.1919645,0.010288748,0.01827984,0.07716151
2010-01-04,216834,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,219656,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,220134,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,220255,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,220330,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,220473,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,220508,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,220863,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,220928,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,221121,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,221255,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
2010-01-04,221371,0.00074194913,0.011962689,0.033560153,0.13400109,0.7728026,1.7490114,0.63442075,0.010524123,0.062897325,0.0494689
