Using device: cuda
Loading data from /work/nvme/bemc/abagchi2/finance-diffusion/data/data_clean.pt...
  Shape: 150 months, 200 assets, 75 factors (subset of 350)
Epoch 1/1000  Loss: 0.904825
Epoch 2/1000  Loss: 0.645470
Epoch 3/1000  Loss: 0.442401
Epoch 4/1000  Loss: 0.303179
Epoch 5/1000  Loss: 0.192067
Epoch 6/1000  Loss: 0.114490
Epoch 7/1000  Loss: 0.077047
Epoch 8/1000  Loss: 0.060328
Epoch 9/1000  Loss: 0.067460
Epoch 10/1000  Loss: 0.039887
Epoch 11/1000  Loss: 0.038046
Epoch 12/1000  Loss: 0.046803
Epoch 13/1000  Loss: 0.054189
Epoch 14/1000  Loss: 0.056748
Epoch 15/1000  Loss: 0.037765
Epoch 16/1000  Loss: 0.045240
Epoch 17/1000  Loss: 0.053039
Epoch 18/1000  Loss: 0.055846
Epoch 19/1000  Loss: 0.050902
Epoch 20/1000  Loss: 0.047167
Epoch 21/1000  Loss: 0.035854
Epoch 22/1000  Loss: 0.058353
Epoch 23/1000  Loss: 0.040738
Epoch 24/1000  Loss: 0.038513
Epoch 25/1000  Loss: 0.030820
Epoch 26/1000  Loss: 0.028166
Epoch 27/1000  Loss: 0.035181
Epoch 28/1000  Loss: 0.050191
Epoch 29/1000  Loss: 0.055691
Epoch 30/1000  Loss: 0.047546
Epoch 31/1000  Loss: 0.031125
Epoch 32/1000  Loss: 0.066155
Epoch 33/1000  Loss: 0.051887
Epoch 34/1000  Loss: 0.075055
Epoch 35/1000  Loss: 0.068473
Epoch 36/1000  Loss: 0.021906
Epoch 37/1000  Loss: 0.048094
Epoch 38/1000  Loss: 0.036437
Epoch 39/1000  Loss: 0.036646
Epoch 40/1000  Loss: 0.043834
Epoch 41/1000  Loss: 0.045980
Epoch 42/1000  Loss: 0.046469
Epoch 43/1000  Loss: 0.037169
Epoch 44/1000  Loss: 0.039393
Epoch 45/1000  Loss: 0.022183
Epoch 46/1000  Loss: 0.035521
Epoch 47/1000  Loss: 0.055733
Epoch 48/1000  Loss: 0.019568
Epoch 49/1000  Loss: 0.037688
Epoch 50/1000  Loss: 0.035335
Epoch 51/1000  Loss: 0.068959
Epoch 52/1000  Loss: 0.038359
Epoch 53/1000  Loss: 0.058360
Epoch 54/1000  Loss: 0.055084
Epoch 55/1000  Loss: 0.060643
Epoch 56/1000  Loss: 0.040548
Epoch 57/1000  Loss: 0.030069
Epoch 58/1000  Loss: 0.063152
Epoch 59/1000  Loss: 0.022128
Epoch 60/1000  Loss: 0.028195
Epoch 61/1000  Loss: 0.027269
Epoch 62/1000  Loss: 0.042605
Epoch 63/1000  Loss: 0.042839
Epoch 64/1000  Loss: 0.066959
Epoch 65/1000  Loss: 0.046449
Epoch 66/1000  Loss: 0.024557
Epoch 67/1000  Loss: 0.056031
Epoch 68/1000  Loss: 0.066421
Epoch 69/1000  Loss: 0.038140
Epoch 70/1000  Loss: 0.036802
Epoch 71/1000  Loss: 0.042618
Epoch 72/1000  Loss: 0.038907
Epoch 73/1000  Loss: 0.021762
Epoch 74/1000  Loss: 0.028467
Epoch 75/1000  Loss: 0.022957
Epoch 76/1000  Loss: 0.035509
Epoch 77/1000  Loss: 0.034536
Epoch 78/1000  Loss: 0.028933
Epoch 79/1000  Loss: 0.050409
Epoch 80/1000  Loss: 0.058166
Epoch 81/1000  Loss: 0.076589
Epoch 82/1000  Loss: 0.058118
Epoch 83/1000  Loss: 0.056732
Epoch 84/1000  Loss: 0.046363
Epoch 85/1000  Loss: 0.047431
Epoch 86/1000  Loss: 0.025685
Epoch 87/1000  Loss: 0.036379
Epoch 88/1000  Loss: 0.043545
Epoch 89/1000  Loss: 0.055398
Epoch 90/1000  Loss: 0.034542
Epoch 91/1000  Loss: 0.056973
Epoch 92/1000  Loss: 0.062700
Epoch 93/1000  Loss: 0.044826
Epoch 94/1000  Loss: 0.037101
Epoch 95/1000  Loss: 0.064870
Epoch 96/1000  Loss: 0.030789
Epoch 97/1000  Loss: 0.029691
Epoch 98/1000  Loss: 0.023901
Epoch 99/1000  Loss: 0.029778
Epoch 100/1000  Loss: 0.042514
Epoch 101/1000  Loss: 0.032900
Epoch 102/1000  Loss: 0.042347
Epoch 103/1000  Loss: 0.049063
Epoch 104/1000  Loss: 0.063174
Epoch 105/1000  Loss: 0.033446
Epoch 106/1000  Loss: 0.031009
Epoch 107/1000  Loss: 0.045884
Epoch 108/1000  Loss: 0.038103
Epoch 109/1000  Loss: 0.034776
Epoch 110/1000  Loss: 0.031461
Epoch 111/1000  Loss: 0.029334
Epoch 112/1000  Loss: 0.035787
Epoch 113/1000  Loss: 0.039535
Epoch 114/1000  Loss: 0.044868
Epoch 115/1000  Loss: 0.027852
Epoch 116/1000  Loss: 0.044910
