Month,cumulative_return_pct,drawdown_pct
0.000000000000000000e+00,-5.952677785597848548e+00,0.000000000000000000e+00
1.000000000000000000e+00,-1.913138554535122182e+01,-1.401284741346302276e+01
2.000000000000000000e+00,5.247112568063583282e+00,0.000000000000000000e+00
3.000000000000000000e+00,7.139735019098569779e+00,0.000000000000000000e+00
4.000000000000000000e+00,2.533335663194424825e+01,0.000000000000000000e+00
5.000000000000000000e+00,3.069270008575255559e+01,0.000000000000000000e+00
6.000000000000000000e+00,4.713412120508393599e+01,0.000000000000000000e+00
7.000000000000000000e+00,3.386377678210506303e+01,-9.019216150127400411e+00
8.000000000000000000e+00,2.190762938149193317e+01,-1.714523566339540750e+01
9.000000000000000000e+00,6.711174739932938849e+01,0.000000000000000000e+00
1.000000000000000000e+01,8.618064544133541460e+01,0.000000000000000000e+00
1.100000000000000000e+01,9.727210524684757331e+01,0.000000000000000000e+00
1.200000000000000000e+01,9.829441989189291462e+01,0.000000000000000000e+00
1.300000000000000000e+01,1.482289163523173841e+02,0.000000000000000000e+00
1.400000000000000000e+01,1.237298921353200853e+02,-9.869528730181571063e+00
1.500000000000000000e+01,1.190798619433635110e+02,-1.174281177073167015e+01
1.600000000000000000e+01,1.375090970177478198e+02,-4.318521585504093707e+00
1.700000000000000000e+01,1.335235840663218028e+02,-5.924101229419834524e+00
1.800000000000000000e+01,1.352433181484114755e+02,-5.231299557764653940e+00
1.900000000000000000e+01,1.086846590997429587e+02,-1.593056031991665122e+01
2.000000000000000000e+01,1.071021638903006021e+02,-1.656807476933419210e+01
2.100000000000000000e+01,1.049627682349474753e+02,-1.742993876435338763e+01
2.200000000000000000e+01,9.881807295327043050e+01,-1.990535354347130337e+01
2.300000000000000000e+01,1.017810025960268518e+02,-1.871172562687849705e+01
2.400000000000000000e+01,1.212015950316201724e+02,-1.088806321067279015e+01
2.500000000000000000e+01,1.453557181573389130e+02,-1.157479248221314094e+00
2.600000000000000000e+01,1.394269859384439485e+02,-3.545892453974234471e+00
2.700000000000000000e+01,8.958753089905341938e+01,-2.362391389070498704e+01
2.800000000000000000e+01,4.953556483372545216e+01,-3.975900671239210027e+01
2.900000000000000000e+01,3.794062417493895367e+01,-4.443007438198721104e+01
