Month,cumulative_return_pct,drawdown_pct
0.000000000000000000e+00,-1.058343583768795959e+01,0.000000000000000000e+00
1.000000000000000000e+00,-2.197030414125690356e+01,-1.273462966170970390e+01
2.000000000000000000e+00,-1.364404796591461810e+01,-3.422869304538074697e+00
3.000000000000000000e+00,-6.311260061575363345e+00,0.000000000000000000e+00
4.000000000000000000e+00,-6.746305560686350233e+00,-4.643519587844576191e-01
5.000000000000000000e+00,-4.557900905213630338e+00,0.000000000000000000e+00
6.000000000000000000e+00,1.267843452109349656e+01,0.000000000000000000e+00
7.000000000000000000e+00,1.044812965882766420e+01,-1.979353788102531819e+00
8.000000000000000000e+00,1.089938482521770524e+01,-1.578873280658565248e+00
9.000000000000000000e+00,4.184250841965060630e+01,0.000000000000000000e+00
1.000000000000000000e+01,5.694138142672819924e+01,0.000000000000000000e+00
1.100000000000000000e+01,9.242588175629622071e+01,0.000000000000000000e+00
1.200000000000000000e+01,8.632453145861387611e+01,-3.170753456695872607e+00
1.300000000000000000e+01,8.556023028856027679e+01,-3.567945956497873272e+00
1.400000000000000000e+01,9.112194906955855345e+01,-6.776285366442118541e-01
1.500000000000000000e+01,9.480660863552263606e+01,0.000000000000000000e+00
1.600000000000000000e+01,1.044310269947206677e+02,0.000000000000000000e+00
1.700000000000000000e+01,9.382057603981847649e+01,-5.190235117616060379e+00
1.800000000000000000e+01,9.575856871349350286e+01,-4.242241702883435828e+00
1.900000000000000000e+01,8.653854054792790862e+01,-8.752334080080508727e+00
2.000000000000000000e+01,8.982045713127627096e+01,-7.146943434915590032e+00
2.100000000000000000e+01,8.936434393963294553e+01,-7.370056921320363053e+00
2.200000000000000000e+01,8.173949092423026741e+01,-1.109984937363074842e+01
2.300000000000000000e+01,7.518979923802511678e+01,-1.430371318147333959e+01
2.400000000000000000e+01,7.480827289819669090e+01,-1.449034157414859081e+01
2.500000000000000000e+01,9.083093737603140028e+01,-6.652654353869293047e+00
2.600000000000000000e+01,8.154100618830753433e+01,-1.119694067079385569e+01
2.700000000000000000e+01,6.905998501999428640e+01,-1.730218866136675260e+01
2.800000000000000000e+01,6.270194875686201641e+01,-2.041230181605214611e+01
2.900000000000000000e+01,6.019122764850139617e+01,-2.164045252543670372e+01
