Using device: cuda
Loading data from /work/nvme/bemc/abagchi2/finance-diffusion/data/data_clean.pt...
  Shape: 150 months, 200 assets, 240 factors (subset of 350)
Epoch 1/1000  Loss: 0.904402
Epoch 2/1000  Loss: 0.643740
Epoch 3/1000  Loss: 0.440950
Epoch 4/1000  Loss: 0.300207
Epoch 5/1000  Loss: 0.188863
Epoch 6/1000  Loss: 0.108728
Epoch 7/1000  Loss: 0.074468
Epoch 8/1000  Loss: 0.059622
Epoch 9/1000  Loss: 0.069473
Epoch 10/1000  Loss: 0.037221
Epoch 11/1000  Loss: 0.043264
Epoch 12/1000  Loss: 0.049854
Epoch 13/1000  Loss: 0.058263
Epoch 14/1000  Loss: 0.058815
Epoch 15/1000  Loss: 0.037277
Epoch 16/1000  Loss: 0.051655
Epoch 17/1000  Loss: 0.054171
Epoch 18/1000  Loss: 0.060241
Epoch 19/1000  Loss: 0.052919
Epoch 20/1000  Loss: 0.045815
Epoch 21/1000  Loss: 0.032197
Epoch 22/1000  Loss: 0.058621
Epoch 23/1000  Loss: 0.039502
Epoch 24/1000  Loss: 0.041002
Epoch 25/1000  Loss: 0.034437
Epoch 26/1000  Loss: 0.029621
Epoch 27/1000  Loss: 0.033499
Epoch 28/1000  Loss: 0.053666
Epoch 29/1000  Loss: 0.057147
Epoch 30/1000  Loss: 0.049757
Epoch 31/1000  Loss: 0.033000
Epoch 32/1000  Loss: 0.062175
Epoch 33/1000  Loss: 0.055115
Epoch 34/1000  Loss: 0.070779
Epoch 35/1000  Loss: 0.065247
Epoch 36/1000  Loss: 0.018871
Epoch 37/1000  Loss: 0.045317
Epoch 38/1000  Loss: 0.033076
Epoch 39/1000  Loss: 0.036601
Epoch 40/1000  Loss: 0.042382
Epoch 41/1000  Loss: 0.045113
Epoch 42/1000  Loss: 0.047312
Epoch 43/1000  Loss: 0.037241
Epoch 44/1000  Loss: 0.039929
Epoch 45/1000  Loss: 0.022963
Epoch 46/1000  Loss: 0.034128
Epoch 47/1000  Loss: 0.056634
Epoch 48/1000  Loss: 0.025683
Epoch 49/1000  Loss: 0.038107
Epoch 50/1000  Loss: 0.033330
Epoch 51/1000  Loss: 0.064217
Epoch 52/1000  Loss: 0.039101
Epoch 53/1000  Loss: 0.059445
Epoch 54/1000  Loss: 0.057653
Epoch 55/1000  Loss: 0.062157
Epoch 56/1000  Loss: 0.040972
Epoch 57/1000  Loss: 0.030093
Epoch 58/1000  Loss: 0.062255
Epoch 59/1000  Loss: 0.024547
Epoch 60/1000  Loss: 0.028876
Epoch 61/1000  Loss: 0.028235
Epoch 62/1000  Loss: 0.042482
Epoch 63/1000  Loss: 0.041618
Epoch 64/1000  Loss: 0.065437
Epoch 65/1000  Loss: 0.048741
Epoch 66/1000  Loss: 0.023888
Epoch 67/1000  Loss: 0.057784
Epoch 68/1000  Loss: 0.066270
Epoch 69/1000  Loss: 0.036847
Epoch 70/1000  Loss: 0.039391
Epoch 71/1000  Loss: 0.038977
Epoch 72/1000  Loss: 0.036328
Epoch 73/1000  Loss: 0.022481
Epoch 74/1000  Loss: 0.030434
Epoch 75/1000  Loss: 0.020855
Epoch 76/1000  Loss: 0.034597
Epoch 77/1000  Loss: 0.032639
Epoch 78/1000  Loss: 0.029206
Epoch 79/1000  Loss: 0.049185
Epoch 80/1000  Loss: 0.056402
Epoch 81/1000  Loss: 0.073881
Epoch 82/1000  Loss: 0.056947
Epoch 83/1000  Loss: 0.060379
Epoch 84/1000  Loss: 0.045788
Epoch 85/1000  Loss: 0.046425
Epoch 86/1000  Loss: 0.025445
Epoch 87/1000  Loss: 0.034720
Epoch 88/1000  Loss: 0.041090
Epoch 89/1000  Loss: 0.054318
Epoch 90/1000  Loss: 0.032275
Epoch 91/1000  Loss: 0.055960
Epoch 92/1000  Loss: 0.061783
Epoch 93/1000  Loss: 0.044474
Epoch 94/1000  Loss: 0.038200
Epoch 95/1000  Loss: 0.065002
Epoch 96/1000  Loss: 0.030693
Epoch 97/1000  Loss: 0.031866
Epoch 98/1000  Loss: 0.024196
Epoch 99/1000  Loss: 0.033022
Epoch 100/1000  Loss: 0.042538
Epoch 101/1000  Loss: 0.033883
Epoch 102/1000  Loss: 0.039138
Epoch 103/1000  Loss: 0.047199
Epoch 104/1000  Loss: 0.063060
Epoch 105/1000  Loss: 0.033607
Epoch 106/1000  Loss: 0.032402
Epoch 107/1000  Loss: 0.048776
Epoch 108/1000  Loss: 0.037093
Epoch 109/1000  Loss: 0.037394
Epoch 110/1000  Loss: 0.028610
Epoch 111/1000  Loss: 0.029141
Epoch 112/1000  Loss: 0.036969
Epoch 113/1000  Loss: 0.038825
Epoch 114/1000  Loss: 0.039906
Epoch 115/1000  Loss: 0.027418
Epoch 116/1000  Loss: 0.045495
Epoch 117/1000  Loss: 0.030112
Epoch 118/1000  Loss: 0.065611
Epoch 119/1000  Loss: 0.044363
Epoch 120/1000  Loss: 0.043368
Epoch 121/1000  Loss: 0.042311
Epoch 122/1000  Loss: 0.034606
Epoch 123/1000  Loss: 0.039047
Epoch 124/1000  Loss: 0.040601
Epoch 125/1000  Loss: 0.037224
Epoch 126/1000  Loss: 0.047638
Epoch 127/1000  Loss: 0.052100
Epoch 128/1000  Loss: 0.036875
Epoch 129/1000  Loss: 0.037571
Epoch 130/1000  Loss: 0.016999
Epoch 131/1000  Loss: 0.021677
Epoch 132/1000  Loss: 0.022555
Epoch 133/1000  Loss: 0.019695
Epoch 134/1000  Loss: 0.027621
Epoch 135/1000  Loss: 0.048006
Epoch 136/1000  Loss: 0.028822
Epoch 137/1000  Loss: 0.036706
Epoch 138/1000  Loss: 0.039100
Epoch 139/1000  Loss: 0.041916
Epoch 140/1000  Loss: 0.031727
Epoch 141/1000  Loss: 0.035219
Epoch 142/1000  Loss: 0.054954
Epoch 143/1000  Loss: 0.056841
Epoch 144/1000  Loss: 0.029734
Epoch 145/1000  Loss: 0.049471
Epoch 146/1000  Loss: 0.051607
Epoch 147/1000  Loss: 0.030626
Epoch 148/1000  Loss: 0.038450
Epoch 149/1000  Loss: 0.041793
Epoch 150/1000  Loss: 0.032111
Epoch 151/1000  Loss: 0.057255
Epoch 152/1000  Loss: 0.034909
Epoch 153/1000  Loss: 0.046253
Epoch 154/1000  Loss: 0.032601
Epoch 155/1000  Loss: 0.024218
Epoch 156/1000  Loss: 0.052400
Epoch 157/1000  Loss: 0.044080
Epoch 158/1000  Loss: 0.040760
Epoch 159/1000  Loss: 0.021260
Epoch 160/1000  Loss: 0.067385
Epoch 161/1000  Loss: 0.038355
Epoch 162/1000  Loss: 0.050137
Epoch 163/1000  Loss: 0.032695
Epoch 164/1000  Loss: 0.041356
Epoch 165/1000  Loss: 0.029409
Epoch 166/1000  Loss: 0.043532
Epoch 167/1000  Loss: 0.044302
Epoch 168/1000  Loss: 0.025331
Epoch 169/1000  Loss: 0.040179
Epoch 170/1000  Loss: 0.042731
Epoch 171/1000  Loss: 0.040854
Epoch 172/1000  Loss: 0.035784
Epoch 173/1000  Loss: 0.050751
Epoch 174/1000  Loss: 0.035655
Epoch 175/1000  Loss: 0.041659
Epoch 176/1000  Loss: 0.048358
Epoch 177/1000  Loss: 0.050942
Epoch 178/1000  Loss: 0.030927
Epoch 179/1000  Loss: 0.048177
Epoch 180/1000  Loss: 0.045074
Epoch 181/1000  Loss: 0.042495
Epoch 182/1000  Loss: 0.040984
Epoch 183/1000  Loss: 0.040761
Epoch 184/1000  Loss: 0.041263
Epoch 185/1000  Loss: 0.034794
Epoch 186/1000  Loss: 0.024525
Epoch 187/1000  Loss: 0.071563
Epoch 188/1000  Loss: 0.036070
Epoch 189/1000  Loss: 0.038663
Epoch 190/1000  Loss: 0.035837
Epoch 191/1000  Loss: 0.047982
Epoch 192/1000  Loss: 0.041128
Epoch 193/1000  Loss: 0.031004
Epoch 194/1000  Loss: 0.014317
Epoch 195/1000  Loss: 0.041459
Epoch 196/1000  Loss: 0.036209
Epoch 197/1000  Loss: 0.031069
Epoch 198/1000  Loss: 0.027377
Epoch 199/1000  Loss: 0.050379
Epoch 200/1000  Loss: 0.042627
Epoch 201/1000  Loss: 0.071652
Epoch 202/1000  Loss: 0.025296
Epoch 203/1000  Loss: 0.052561
Epoch 204/1000  Loss: 0.025831
Epoch 205/1000  Loss: 0.058500
Epoch 206/1000  Loss: 0.021304
Epoch 207/1000  Loss: 0.030203
Epoch 208/1000  Loss: 0.034412
Epoch 209/1000  Loss: 0.037146
Epoch 210/1000  Loss: 0.041411
Epoch 211/1000  Loss: 0.038170
Epoch 212/1000  Loss: 0.039300
Epoch 213/1000  Loss: 0.048420
Epoch 214/1000  Loss: 0.042826
Epoch 215/1000  Loss: 0.021233
Epoch 216/1000  Loss: 0.043410
Epoch 217/1000  Loss: 0.032359
Epoch 218/1000  Loss: 0.043101
