variable,mean,std,min,max,median
factor_be_gr3,0.23750616610050201,0.7983606457710266,-0.9913566708564758,27.785263061523438,0.19322311878204346
factor_pstk_gr3,-0.04328599199652672,0.3132499158382416,-1.0,1.523664951324463,0.0
factor_cogs_gr3,0.23151935636997223,2.9002537727355957,-1.014143466949463,205.57919311523438,0.16238588094711304
factor_sga_gr3,0.19194510579109192,0.61156165599823,-1.0,37.36695098876953,0.18169273436069489
factor_opex_gr3,0.17169839143753052,0.5484529733657837,-0.999663233757019,29.72947883605957,0.1776498407125473
factor_cash_gr1a,0.00024086414487101138,0.07508493214845657,-4.593932628631592,0.9347134232521057,0.0028785422910004854
factor_rec_gr1a,-0.007502976804971695,0.04008862003684044,-2.1360886096954346,0.693137526512146,-0.005772455595433712
factor_ppeg_gr1a,-0.0039076851680874825,0.08250154554843903,-5.18906307220459,0.8043467998504639,-0.0026915231719613075
factor_intan_gr1a,-0.0006064253975637257,0.02293148823082447,-1.2936614751815796,0.3206484317779541,0.0
factor_debtst_gr1a,-0.018810728564858437,0.07318534702062607,-2.2637650966644287,0.6186330318450928,0.0
factor_ap_gr1a,-0.005136493127793074,0.02428935468196869,-0.7342569231987,0.7229907512664795,-0.0018941223388537765
factor_txp_gr1a,-0.004116575233638287,0.29165586829185486,-21.61713409423828,0.06591597199440002,0.0
factor_debtlt_gr1a,-0.0020296412985771894,0.03174040839076042,-0.7098551988601685,1.2662721872329712,0.0
factor_txditc_gr1a,-0.00013411071267910302,0.003947294782847166,-0.11829525232315063,0.11249125003814697,0.0
factor_oa_gr1a,-0.03805658966302872,0.2357317954301834,-14.388528823852539,1.0,-0.039036646485328674
factor_ol_gr1a,-0.012700533494353294,0.1494346261024475,-9.598923683166504,1.784696340560913,-0.003970879130065441
factor_fna_gr1a,0.0009039407013915479,0.033005405217409134,-1.249682068824768,0.8485915660858154,0.0
factor_gp_gr1a,-0.016262687742710114,0.11935966461896896,-4.766790866851807,5.383186340332031,-0.014019635505974293
factor_ebitda_gr1a,-0.0055707343854010105,0.22219862043857574,-2.2640082836151123,12.613513946533203,-0.006155668757855892
factor_ebit_gr1a,-0.004000446293503046,0.15325692296028137,-2.675934314727783,6.504466533660889,-0.004879617132246494
factor_ope_gr1a,-0.008208208717405796,0.13443812727928162,-2.19109845161438,5.451254844665527,-0.0075393845327198505
factor_ni_gr1a,-0.005396796856075525,0.45117640495300293,-8.051788330078125,22.114511489868164,-0.005721241235733032
